trade_no,symbol,entry_time,exit_time,entry_price,exit_price,quantity,entry_value,exit_value,pnl_value,pnl_pct,exit_reason,entry_delay_bars,exit_delay_bars,entry_price_penalty,exit_price_penalty,pnl_pct_display
116,META,2023-10-25,2023-11-01,310.155,300.1898310699463,2771,860298.9445049998,830994.1958729264,-29304.748632073402,-0.034063448315555966,Supertrend down,0,0,0.0,0.005,-3.41%
117,CEG,2023-11-06,2023-11-09,119.04949286270141,120.92125135803224,6975,831200.5829300595,842582.3024940526,11381.719563993043,0.013693108255376174,Leader rotation,0,0,0.0,0.005,+1.37%
118,NVDA,2023-11-09,2023-11-22,47.490732553482054,49.57781518363953,17726,842662.5459682659,877937.5355932491,35274.98962498328,0.041861347456057185,Leader rotation,0,0,0.0,0.005,+4.19%
119,ZS,2023-11-22,2023-12-01,193.1265137786865,196.8016043930054,4541,877864.4865680843,892782.4094630888,14917.922895004507,0.016993423385111006,Leader rotation,0,0,0.0,0.005,+1.70%
120,PDD,2023-12-01,2024-02-05,143.39166732788084,121.13010303497315,6066,870683.6678649359,734040.4298051369,-136643.23805979907,-0.15693786745175942,Supertrend down,0,0,0.0,0.005,-15.69%
121,CRWD,2024-02-05,2024-02-28,76.288125,79.27656385803223,9902,756160.4187637499,784211.5387869129,28051.120023163036,0.03709678439533226,Supertrend down,0,0,0.0,0.005,+3.71%
122,NVDA,2024-02-28,2024-03-14,77.65881274795532,89.0843299598694,10074,783117.2145025247,896538.1044757086,113420.88997318386,0.144832584283356,Leader rotation,0,0,0.0,0.005,+14.48%
123,CRWD,2024-03-14,2024-04-26,83.291625,74.67203158950807,10767,897697.7273013748,803189.7703601092,-94507.95694126561,-0.10527815106023708,Supertrend down,0,0,0.0,0.005,-10.53%
124,NVDA,2024-05-07,2024-07-01,91.14354857254028,122.79091621398926,8704,794106.760222166,1067703.362591836,273596.60236966994,0.344533778169986,Supertrend down,0,0,0.0,0.005,+34.45%
125,CRWD,2024-07-01,2024-07-02,96.36815969467163,95.04187601852418,11162,1076737.0599104366,1059796.562698648,-16940.497211788548,-0.015733179290028043,Leader rotation,0,0,0.0,0.005,-1.57%
126,ARM,2024-07-02,2024-08-01,156.9284311065674,128.00210167694092,6746,1059697.8354411484,862638.6757347309,-197059.15970641747,-0.18595787696818544,Supertrend down,0,0,0.0,0.005,-18.60%
127,AVGO,2024-08-16,2024-08-20,164.55223622131348,166.13122803497316,5185,854056.5481523178,860529.0269439745,6472.4787916567875,0.007578513162459277,Leader rotation,0,0,0.0,0.005,+0.76%
128,NVDA,2024-08-20,2024-09-10,128.46419389343262,107.21704257202148,6736,866200.1448762282,721491.7847663716,-144708.36010985659,-0.16706111279920655,Supertrend down,0,0,0.0,0.005,-16.71%
129,CEG,2024-09-20,2024-10-28,235.27758366394042,265.4221195678711,3076,724437.561197631,815622.0013509808,91184.44015334989,0.12586928817247545,Leader rotation,0,0,0.0,0.005,+12.59%
130,TSLA,2024-10-28,2025-01-08,270.135,390.7887871398926,3012,814460.2666199999,1175878.771038491,361418.50441849115,0.44375216229807446,Supertrend down,0,0,0.0,0.005,+44.38%
131,MRVL,2025-01-23,2025-01-24,123.42168061065674,125.98326030349732,9387,1159717.8752081268,1181422.2596044603,21704.38439633348,0.018715227953555846,Leader rotation,0,0,0.0,0.005,+1.87%
132,PLTR,2025-01-24,2025-02-05,79.08952805328369,101.22020878601074,15143,1198850.3760341855,1531244.844024914,332394.46799072856,0.27726101157868777,Leader rotation,0,0,0.0,0.005,+27.73%
133,APP,2025-02-05,2025-03-04,377.5586801147461,322.218,4051,1531019.703357981,1303999.812882,-227019.89047598094,-0.1482801886729863,Supertrend down,0,0,0.0,0.005,-14.83%
134,PLTR,2025-04-28,2025-08-26,113.83688877868651,154.53535439300538,11445,1304166.055264139,1766888.4738969186,462722.4186327795,0.3548032988322658,Supertrend down,0,0,0.0,0.005,+35.48%
135,IDXX,2025-08-26,2025-09-10,641.6706505737304,649.3189682922364,2750,1766358.8833668365,1783841.5356408465,17482.652274010004,0.009897565233564887,Leader rotation,0,0,0.0,0.005,+0.99%
136,AVGO,2025-09-10,2025-09-15,351.69574900817867,357.890710144043,5068,1784176.4500294228,1811976.3288909998,27799.878861577017,0.015581350634416458,Leader rotation,0,0,0.0,0.005,+1.56%
137,WBD,2025-09-15,2025-10-01,18.779385457992554,19.42258568286896,96376,1811691.9349523897,1869999.2466544067,58307.311702016974,0.03218389979947078,Leader rotation,0,0,0.0,0.005,+3.22%
138,PLTR,2025-10-01,2025-10-09,181.41066732788084,182.5703118209839,10290,1868582.4825706976,1876769.8601292865,8187.377558588982,0.004381598155263289,Leader rotation,0,0,0.0,0.005,+0.44%
139,AMD,2025-10-09,2025-10-29,236.41815305328367,262.73695742797855,7938,1878563.9862359026,2083520.3620952305,204956.37585932785,0.10910268554120472,Leader rotation,0,0,0.0,0.005,+10.91%
